"GDP per capita (2017 PPP $)"
"Dimension: Income/composition of resources"
"Definition: GDP in a particular period divided by the total population in the same period."
"Source: World Bank (2020a). World Development Indicators database. Washington, DC. http://data.worldbank.org. Accessed 22 July 2020."
""
"","Human Development","","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Very high human development","28897","","29354","","33482","","37173","","38872","","39687","","40084","","40541","","41089","","41789","","42245","","43105","","43923","","44454",""
" ","High human development","4328","","4972","","5855","","7431","","10014","","10544","","11034","","11524","","12001","","12412","","12912","","13465","","14043","","14569",""
" ","Medium human development","2134","","2292","","2735","","3316","","4170","","4325","","4506","","4710","","4943","","5205","","5508","","5769","","6012","","6205",""
" ","Low human development","1922","","1715","","1765","","2076","","2475","","2547","","2624","","2714","","2801","","2838","","2820","","2838","","2854","","2879",""
" ","Developing Countries","3941","","4376","","5040","","6148","","7839","","8220","","8545","","8886","","9211","","9517","","9846","","10208","","10557","","10845",""
"","Regions","","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Arab States","10421","","10874","","12385","","13774","","15241","","15487","","16069","","16108","","16123","","16324","","16536","","16432","","16502","","16487",""
" ","East Asia and the Pacific","2257","","3323","","4164","","5862","","8814","","9464","","10086","","10713","","11343","","11987","","12650","","13377","","14133","","14848",""
" ","Europe and Central Asia","11331","","7879","","8900","","11810","","13888","","14860","","15250","","15991","","16407","","16625","","16891","","17649","","18085","","18337",""
" ","Latin America and the Caribbean","10491","","11314","","12265","","13022","","14731","","15242","","15479","","15770","","15845","","15787","","15635","","15770","","15856","","15808",""
" ","South Asia","2237","","2539","","2961","","3585","","4487","","4637","","4750","","4938","","5201","","5467","","5846","","6148","","6416","","6623",""
" ","Sub-Saharan Africa","2914","","2611","","2686","","3076","","3502","","3582","","3660","","3751","","3834","","3850","","3807","","3815","","3829","","3840",""
" ","Least Developed Countries","1450","","1388","","1534","","1816","","2260","","2349","","2458","","2546","","2637","","2710","","2775","","2861","","2935","","3010",""
" ","Small Island Developing States","8691","","10618","","12066","","13603","","16249","","16758","","17051","","17522","","18023","","18412","","18730","","19247","","19697","","19770",""
" ","Organization for Economic Co-operation and Development","29750","","31234","","35603","","38457","","39368","","40006","","40297","","40679","","41292","","42071","","42555","","43398","","44190","","44701",""
" ","World","9666","","9909","","11089","","12456","","13905","","14292","","14578","","14881","","15205","","15536","","15855","","16268","","16673","","16980",""
"a: Refers to 2018."
"b: Refers to 2017."
""
